Species,Replicate,SubjectNum arg,ArgAntDensity,Survival Time,Status (Alive/Dead)
M_sydneyense,1,1,20,1,1
M_sydneyense,1,2,20,4,1
M_sydneyense,1,3,20,4,1
M_sydneyense,1,4,20,4,1
M_sydneyense,1,5,20,4,1
M_sydneyense,1,6,20,4,1
M_sydneyense,1,7,20,4,1
M_sydneyense,1,8,20,4,1
M_sydneyense,1,9,20,4,1
M_sydneyense,1,10,20,24,1
M_sydneyense,1,11,20,24,1
M_sydneyense,1,12,20,24,1
M_sydneyense,1,13,20,24,0
M_sydneyense,1,14,20,24,0
M_sydneyense,1,15,20,24,0
M_sydneyense,1,16,20,24,0
M_sydneyense,1,17,20,24,0
M_sydneyense,1,18,20,24,0
M_sydneyense,1,19,20,24,0
M_sydneyense,1,20,20,24,0
M_sydneyense,2,1,20,1,1
M_sydneyense,2,2,20,1,1
M_sydneyense,2,3,20,1,1
M_sydneyense,2,4,20,1,1
M_sydneyense,2,5,20,1,1
M_sydneyense,2,6,20,4,1
M_sydneyense,2,7,20,4,1
M_sydneyense,2,8,20,4,1
M_sydneyense,2,9,20,4,1
M_sydneyense,2,10,20,4,1
M_sydneyense,2,11,20,24,1
M_sydneyense,2,12,20,24,1
M_sydneyense,2,13,20,24,1
M_sydneyense,2,14,20,24,1
M_sydneyense,2,15,20,24,0
M_sydneyense,2,16,20,24,0
M_sydneyense,2,17,20,24,0
M_sydneyense,2,18,20,24,0
M_sydneyense,2,19,20,24,0
M_sydneyense,2,20,20,24,0
M_sydneyense,3,1,20,1,1
M_sydneyense,3,2,20,1,1
M_sydneyense,3,3,20,4,1
M_sydneyense,3,4,20,24,1
M_sydneyense,3,5,20,24,1
M_sydneyense,3,6,20,24,1
M_sydneyense,3,7,20,24,1
M_sydneyense,3,8,20,24,1
M_sydneyense,3,9,20,24,1
M_sydneyense,3,10,20,24,1
M_sydneyense,3,11,20,24,1
M_sydneyense,3,12,20,24,1
M_sydneyense,3,13,20,24,1
M_sydneyense,3,14,20,24,1
M_sydneyense,3,15,20,24,1
M_sydneyense,3,16,20,24,1
M_sydneyense,3,17,20,24,1
M_sydneyense,3,18,20,24,1
M_sydneyense,3,19,20,24,1
M_sydneyense,3,20,20,24,0
M_sydneyense,4,1,20,1,1
M_sydneyense,4,2,20,1,1
M_sydneyense,4,3,20,4,1
M_sydneyense,4,4,20,4,1
M_sydneyense,4,5,20,24,1
M_sydneyense,4,6,20,24,1
M_sydneyense,4,7,20,24,1
M_sydneyense,4,8,20,24,1
M_sydneyense,4,9,20,24,1
M_sydneyense,4,10,20,24,1
M_sydneyense,4,11,20,24,1
M_sydneyense,4,12,20,24,1
M_sydneyense,4,13,20,24,1
M_sydneyense,4,14,20,24,1
M_sydneyense,4,15,20,24,1
M_sydneyense,4,16,20,24,1
M_sydneyense,4,17,20,24,1
M_sydneyense,4,18,20,24,1
M_sydneyense,4,19,20,24,0
M_sydneyense,4,20,20,24,0
M_sydneyense,5,1,20,4,1
M_sydneyense,5,2,20,24,1
M_sydneyense,5,3,20,24,1
M_sydneyense,5,4,20,24,1
M_sydneyense,5,5,20,24,1
M_sydneyense,5,6,20,24,1
M_sydneyense,5,7,20,24,1
M_sydneyense,5,8,20,24,1
M_sydneyense,5,9,20,24,1
M_sydneyense,5,10,20,24,1
M_sydneyense,5,11,20,24,1
M_sydneyense,5,12,20,24,1
M_sydneyense,5,13,20,24,1
M_sydneyense,5,14,20,24,1
M_sydneyense,5,15,20,24,1
M_sydneyense,5,16,20,24,1
M_sydneyense,5,17,20,24,1
M_sydneyense,5,18,20,24,1
M_sydneyense,5,19,20,24,1
M_sydneyense,5,20,20,24,1
M_sydneyense,6,1,20,4,1
M_sydneyense,6,2,20,4,1
M_sydneyense,6,3,20,4,1
M_sydneyense,6,4,20,4,1
M_sydneyense,6,5,20,4,1
M_sydneyense,6,6,20,4,1
M_sydneyense,6,7,20,4,1
M_sydneyense,6,8,20,4,1
M_sydneyense,6,9,20,24,1
M_sydneyense,6,10,20,24,1
M_sydneyense,6,11,20,24,1
M_sydneyense,6,12,20,24,1
M_sydneyense,6,13,20,24,1
M_sydneyense,6,14,20,24,1
M_sydneyense,6,15,20,24,1
M_sydneyense,6,16,20,24,1
M_sydneyense,6,17,20,24,1
M_sydneyense,6,18,20,24,0
M_sydneyense,6,19,20,24,0
M_sydneyense,6,20,20,24,0
M_sydneyense,1,1,40,1,1
M_sydneyense,1,2,40,4,1
M_sydneyense,1,3,40,4,1
M_sydneyense,1,4,40,4,1
M_sydneyense,1,5,40,4,1
M_sydneyense,1,6,40,24,1
M_sydneyense,1,7,40,24,1
M_sydneyense,1,8,40,24,1
M_sydneyense,1,9,40,24,1
M_sydneyense,1,10,40,24,1
M_sydneyense,1,11,40,24,1
M_sydneyense,1,12,40,24,1
M_sydneyense,1,13,40,24,1
M_sydneyense,1,14,40,24,1
M_sydneyense,1,15,40,24,1
M_sydneyense,1,16,40,24,1
M_sydneyense,1,17,40,24,1
M_sydneyense,1,18,40,24,0
M_sydneyense,1,19,40,24,0
M_sydneyense,1,20,40,24,0
M_sydneyense,1,21,40,24,0
M_sydneyense,1,22,40,24,0
M_sydneyense,1,23,40,24,0
M_sydneyense,1,24,40,24,0
M_sydneyense,1,25,40,24,0
M_sydneyense,1,26,40,24,0
M_sydneyense,1,27,40,24,0
M_sydneyense,1,28,40,24,0
M_sydneyense,1,29,40,24,0
M_sydneyense,1,30,40,24,0
M_sydneyense,1,31,40,24,0
M_sydneyense,1,32,40,24,0
M_sydneyense,1,33,40,24,0
M_sydneyense,1,34,40,24,0
M_sydneyense,1,35,40,24,0
M_sydneyense,1,36,40,24,0
M_sydneyense,1,37,40,24,0
M_sydneyense,1,38,40,24,0
M_sydneyense,1,39,40,24,0
M_sydneyense,1,40,40,24,0
M_sydneyense,2,1,40,1,1
M_sydneyense,2,2,40,1,1
M_sydneyense,2,3,40,1,1
M_sydneyense,2,4,40,4,1
M_sydneyense,2,5,40,4,1
M_sydneyense,2,6,40,4,1
M_sydneyense,2,7,40,4,1
M_sydneyense,2,8,40,24,1
M_sydneyense,2,9,40,24,1
M_sydneyense,2,10,40,24,1
M_sydneyense,2,11,40,24,1
M_sydneyense,2,12,40,24,1
M_sydneyense,2,13,40,24,1
M_sydneyense,2,14,40,24,1
M_sydneyense,2,15,40,24,1
M_sydneyense,2,16,40,24,1
M_sydneyense,2,17,40,24,1
M_sydneyense,2,18,40,24,1
M_sydneyense,2,19,40,24,1
M_sydneyense,2,20,40,24,1
M_sydneyense,2,21,40,24,1
M_sydneyense,2,22,40,24,1
M_sydneyense,2,23,40,24,1
M_sydneyense,2,24,40,24,1
M_sydneyense,2,25,40,24,1
M_sydneyense,2,26,40,24,1
M_sydneyense,2,27,40,24,1
M_sydneyense,2,28,40,24,1
M_sydneyense,2,29,40,24,1
M_sydneyense,2,30,40,24,1
M_sydneyense,2,31,40,24,1
M_sydneyense,2,32,40,24,1
M_sydneyense,2,33,40,24,1
M_sydneyense,2,34,40,24,1
M_sydneyense,2,35,40,24,0
M_sydneyense,2,36,40,24,0
M_sydneyense,2,37,40,24,0
M_sydneyense,2,38,40,24,0
M_sydneyense,2,39,40,24,0
M_sydneyense,2,40,40,24,0
M_sydneyense,3,1,40,4,1
M_sydneyense,3,2,40,4,1
M_sydneyense,3,3,40,4,1
M_sydneyense,3,4,40,4,1
M_sydneyense,3,5,40,4,1
M_sydneyense,3,6,40,4,1
M_sydneyense,3,7,40,4,1
M_sydneyense,3,8,40,4,1
M_sydneyense,3,9,40,4,1
M_sydneyense,3,10,40,4,1
M_sydneyense,3,11,40,24,1
M_sydneyense,3,12,40,24,1
M_sydneyense,3,13,40,24,1
M_sydneyense,3,14,40,24,1
M_sydneyense,3,15,40,24,1
M_sydneyense,3,16,40,24,1
M_sydneyense,3,17,40,24,1
M_sydneyense,3,18,40,24,1
M_sydneyense,3,19,40,24,1
M_sydneyense,3,20,40,24,1
M_sydneyense,3,21,40,24,1
M_sydneyense,3,22,40,24,1
M_sydneyense,3,23,40,24,1
M_sydneyense,3,24,40,24,1
M_sydneyense,3,25,40,24,1
M_sydneyense,3,26,40,24,1
M_sydneyense,3,27,40,24,1
M_sydneyense,3,28,40,24,1
M_sydneyense,3,29,40,24,1
M_sydneyense,3,30,40,24,1
M_sydneyense,3,31,40,24,1
M_sydneyense,3,32,40,24,1
M_sydneyense,3,33,40,24,1
M_sydneyense,3,34,40,24,1
M_sydneyense,3,35,40,24,1
M_sydneyense,3,36,40,24,1
M_sydneyense,3,37,40,24,0
M_sydneyense,3,38,40,24,0
M_sydneyense,3,39,40,24,0
M_sydneyense,3,40,40,24,0
M_sydneyense,4,1,40,4,1
M_sydneyense,4,2,40,4,1
M_sydneyense,4,3,40,4,1
M_sydneyense,4,4,40,24,1
M_sydneyense,4,5,40,24,1
M_sydneyense,4,6,40,24,1
M_sydneyense,4,7,40,24,1
M_sydneyense,4,8,40,24,1
M_sydneyense,4,9,40,24,1
M_sydneyense,4,10,40,24,1
M_sydneyense,4,11,40,24,1
M_sydneyense,4,12,40,24,1
M_sydneyense,4,13,40,24,1
M_sydneyense,4,14,40,24,1
M_sydneyense,4,15,40,24,1
M_sydneyense,4,16,40,24,1
M_sydneyense,4,17,40,24,1
M_sydneyense,4,18,40,24,1
M_sydneyense,4,19,40,24,1
M_sydneyense,4,20,40,24,1
M_sydneyense,4,21,40,24,1
M_sydneyense,4,22,40,24,1
M_sydneyense,4,23,40,24,1
M_sydneyense,4,24,40,24,1
M_sydneyense,4,25,40,24,1
M_sydneyense,4,26,40,24,1
M_sydneyense,4,27,40,24,1
M_sydneyense,4,28,40,24,1
M_sydneyense,4,29,40,24,1
M_sydneyense,4,30,40,24,1
M_sydneyense,4,31,40,24,1
M_sydneyense,4,32,40,24,1
M_sydneyense,4,33,40,24,1
M_sydneyense,4,34,40,24,1
M_sydneyense,4,35,40,24,1
M_sydneyense,4,36,40,24,1
M_sydneyense,4,37,40,24,1
M_sydneyense,4,38,40,24,0
M_sydneyense,4,39,40,24,0
M_sydneyense,4,40,40,24,0
M_sydneyense,5,1,40,24,1
M_sydneyense,5,2,40,24,1
M_sydneyense,5,3,40,24,1
M_sydneyense,5,4,40,24,1
M_sydneyense,5,5,40,24,1
M_sydneyense,5,6,40,24,1
M_sydneyense,5,7,40,24,1
M_sydneyense,5,8,40,24,0
M_sydneyense,5,9,40,24,0
M_sydneyense,5,10,40,24,0
M_sydneyense,5,11,40,24,0
M_sydneyense,5,12,40,24,0
M_sydneyense,5,13,40,24,0
M_sydneyense,5,14,40,24,0
M_sydneyense,5,15,40,24,0
M_sydneyense,5,16,40,24,0
M_sydneyense,5,17,40,24,0
M_sydneyense,5,18,40,24,0
M_sydneyense,5,19,40,24,0
M_sydneyense,5,20,40,24,0
M_sydneyense,5,21,40,24,0
M_sydneyense,5,22,40,24,0
M_sydneyense,5,23,40,24,0
M_sydneyense,5,24,40,24,0
M_sydneyense,5,25,40,24,0
M_sydneyense,5,26,40,24,0
M_sydneyense,5,27,40,24,0
M_sydneyense,5,28,40,24,0
M_sydneyense,5,29,40,24,0
M_sydneyense,5,30,40,24,0
M_sydneyense,5,31,40,24,0
M_sydneyense,5,32,40,24,0
M_sydneyense,5,33,40,24,0
M_sydneyense,5,34,40,24,0
M_sydneyense,5,35,40,24,0
M_sydneyense,5,36,40,24,0
M_sydneyense,5,37,40,24,0
M_sydneyense,5,38,40,24,0
M_sydneyense,5,39,40,24,0
M_sydneyense,5,40,40,24,0
M_sydneyense,6,1,40,4,1
M_sydneyense,6,2,40,4,1
M_sydneyense,6,3,40,24,1
M_sydneyense,6,4,40,24,1
M_sydneyense,6,5,40,24,1
M_sydneyense,6,6,40,24,1
M_sydneyense,6,7,40,24,1
M_sydneyense,6,8,40,24,1
M_sydneyense,6,9,40,24,1
M_sydneyense,6,10,40,24,1
M_sydneyense,6,11,40,24,1
M_sydneyense,6,12,40,24,1
M_sydneyense,6,13,40,24,1
M_sydneyense,6,14,40,24,1
M_sydneyense,6,15,40,24,1
M_sydneyense,6,16,40,24,1
M_sydneyense,6,17,40,24,1
M_sydneyense,6,18,40,24,1
M_sydneyense,6,19,40,24,1
M_sydneyense,6,20,40,24,1
M_sydneyense,6,21,40,24,1
M_sydneyense,6,22,40,24,1
M_sydneyense,6,23,40,24,1
M_sydneyense,6,24,40,24,1
M_sydneyense,6,25,40,24,1
M_sydneyense,6,26,40,24,1
M_sydneyense,6,27,40,24,1
M_sydneyense,6,28,40,24,1
M_sydneyense,6,29,40,24,0
M_sydneyense,6,30,40,24,0
M_sydneyense,6,31,40,24,0
M_sydneyense,6,32,40,24,0
M_sydneyense,6,33,40,24,0
M_sydneyense,6,34,40,24,0
M_sydneyense,6,35,40,24,0
M_sydneyense,6,36,40,24,0
M_sydneyense,6,37,40,24,0
M_sydneyense,6,38,40,24,0
M_sydneyense,6,39,40,24,0
M_sydneyense,6,40,40,24,0
M_sydneyense,1,1,80,1,1
M_sydneyense,1,2,80,1,1
M_sydneyense,1,3,80,1,1
M_sydneyense,1,4,80,1,1
M_sydneyense,1,5,80,1,1
M_sydneyense,1,6,80,4,1
M_sydneyense,1,7,80,4,1
M_sydneyense,1,8,80,4,1
M_sydneyense,1,9,80,24,1
M_sydneyense,1,10,80,24,1
M_sydneyense,1,11,80,24,1
M_sydneyense,1,12,80,24,1
M_sydneyense,1,13,80,24,1
M_sydneyense,1,14,80,24,1
M_sydneyense,1,15,80,24,1
M_sydneyense,1,16,80,24,1
M_sydneyense,1,17,80,24,1
M_sydneyense,1,18,80,24,1
M_sydneyense,1,19,80,24,1
M_sydneyense,1,20,80,24,1
M_sydneyense,1,21,80,24,1
M_sydneyense,1,22,80,24,1
M_sydneyense,1,23,80,24,1
M_sydneyense,1,24,80,24,1
M_sydneyense,1,25,80,24,1
M_sydneyense,1,26,80,24,1
M_sydneyense,1,27,80,24,1
M_sydneyense,1,28,80,24,1
M_sydneyense,1,29,80,24,1
M_sydneyense,1,30,80,24,1
M_sydneyense,1,31,80,24,1
M_sydneyense,1,32,80,24,1
M_sydneyense,1,33,80,24,1
M_sydneyense,1,34,80,24,1
M_sydneyense,1,35,80,24,1
M_sydneyense,1,36,80,24,1
M_sydneyense,1,37,80,24,1
M_sydneyense,1,38,80,24,1
M_sydneyense,1,39,80,24,1
M_sydneyense,1,40,80,24,1
M_sydneyense,1,41,80,24,1
M_sydneyense,1,42,80,24,1
M_sydneyense,1,43,80,24,1
M_sydneyense,1,44,80,24,1
M_sydneyense,1,45,80,24,1
M_sydneyense,1,46,80,24,1
M_sydneyense,1,47,80,24,1
M_sydneyense,1,48,80,24,1
M_sydneyense,1,49,80,24,1
M_sydneyense,1,50,80,24,1
M_sydneyense,1,51,80,24,1
M_sydneyense,1,52,80,24,1
M_sydneyense,1,53,80,24,1
M_sydneyense,1,54,80,24,1
M_sydneyense,1,55,80,24,1
M_sydneyense,1,56,80,24,1
M_sydneyense,1,57,80,24,1
M_sydneyense,1,58,80,24,1
M_sydneyense,1,59,80,24,1
M_sydneyense,1,60,80,24,1
M_sydneyense,1,61,80,24,1
M_sydneyense,1,62,80,24,1
M_sydneyense,1,63,80,24,1
M_sydneyense,1,64,80,24,1
M_sydneyense,1,65,80,24,1
M_sydneyense,1,66,80,24,1
M_sydneyense,1,67,80,24,1
M_sydneyense,1,68,80,24,1
M_sydneyense,1,69,80,24,1
M_sydneyense,1,70,80,24,0
M_sydneyense,1,71,80,24,0
M_sydneyense,1,72,80,24,0
M_sydneyense,1,73,80,24,0
M_sydneyense,1,74,80,24,0
M_sydneyense,1,75,80,24,0
M_sydneyense,1,76,80,24,0
M_sydneyense,1,77,80,24,0
M_sydneyense,1,78,80,24,0
M_sydneyense,1,79,80,24,0
M_sydneyense,1,80,80,24,0
M_sydneyense,2,1,80,1,1
M_sydneyense,2,2,80,1,1
M_sydneyense,2,3,80,1,1
M_sydneyense,2,4,80,4,1
M_sydneyense,2,5,80,4,1
M_sydneyense,2,6,80,4,1
M_sydneyense,2,7,80,4,1
M_sydneyense,2,8,80,24,1
M_sydneyense,2,9,80,24,1
M_sydneyense,2,10,80,24,1
M_sydneyense,2,11,80,24,1
M_sydneyense,2,12,80,24,1
M_sydneyense,2,13,80,24,1
M_sydneyense,2,14,80,24,1
M_sydneyense,2,15,80,24,1
M_sydneyense,2,16,80,24,1
M_sydneyense,2,17,80,24,1
M_sydneyense,2,18,80,24,1
M_sydneyense,2,19,80,24,1
M_sydneyense,2,20,80,24,1
M_sydneyense,2,21,80,24,1
M_sydneyense,2,22,80,24,1
M_sydneyense,2,23,80,24,1
M_sydneyense,2,24,80,24,1
M_sydneyense,2,25,80,24,1
M_sydneyense,2,26,80,24,1
M_sydneyense,2,27,80,24,1
M_sydneyense,2,28,80,24,1
M_sydneyense,2,29,80,24,1
M_sydneyense,2,30,80,24,1
M_sydneyense,2,31,80,24,1
M_sydneyense,2,32,80,24,1
M_sydneyense,2,33,80,24,1
M_sydneyense,2,34,80,24,1
M_sydneyense,2,35,80,24,0
M_sydneyense,2,36,80,24,0
M_sydneyense,2,37,80,24,0
M_sydneyense,2,38,80,24,0
M_sydneyense,2,39,80,24,0
M_sydneyense,2,40,80,24,0
M_sydneyense,2,41,80,24,0
M_sydneyense,2,42,80,24,0
M_sydneyense,2,43,80,24,0
M_sydneyense,2,44,80,24,0
M_sydneyense,2,45,80,24,0
M_sydneyense,2,46,80,24,0
M_sydneyense,2,47,80,24,0
M_sydneyense,2,48,80,24,0
M_sydneyense,2,49,80,24,0
M_sydneyense,2,50,80,24,0
M_sydneyense,2,51,80,24,0
M_sydneyense,2,52,80,24,0
M_sydneyense,2,53,80,24,0
M_sydneyense,2,54,80,24,0
M_sydneyense,2,55,80,24,0
M_sydneyense,2,56,80,24,0
M_sydneyense,2,57,80,24,0
M_sydneyense,2,58,80,24,0
M_sydneyense,2,59,80,24,0
M_sydneyense,2,60,80,24,0
M_sydneyense,2,61,80,24,0
M_sydneyense,2,62,80,24,0
M_sydneyense,2,63,80,24,0
M_sydneyense,2,64,80,24,0
M_sydneyense,2,65,80,24,0
M_sydneyense,2,66,80,24,0
M_sydneyense,2,67,80,24,0
M_sydneyense,2,68,80,24,0
M_sydneyense,2,69,80,24,0
M_sydneyense,2,70,80,24,0
M_sydneyense,2,71,80,24,0
M_sydneyense,2,72,80,24,0
M_sydneyense,2,73,80,24,0
M_sydneyense,2,74,80,24,0
M_sydneyense,2,75,80,24,0
M_sydneyense,2,76,80,24,0
M_sydneyense,2,77,80,24,0
M_sydneyense,2,78,80,24,0
M_sydneyense,2,79,80,24,0
M_sydneyense,2,80,80,24,0
M_sydneyense,3,1,80,1,1
M_sydneyense,3,2,80,1,1
M_sydneyense,3,3,80,1,1
M_sydneyense,3,4,80,1,1
M_sydneyense,3,5,80,1,1
M_sydneyense,3,6,80,1,1
M_sydneyense,3,7,80,1,1
M_sydneyense,3,8,80,1,1
M_sydneyense,3,9,80,1,1
M_sydneyense,3,10,80,1,1
M_sydneyense,3,11,80,1,1
M_sydneyense,3,12,80,1,1
M_sydneyense,3,13,80,1,1
M_sydneyense,3,14,80,1,1
M_sydneyense,3,15,80,1,1
M_sydneyense,3,16,80,4,1
M_sydneyense,3,17,80,4,1
M_sydneyense,3,18,80,4,1
M_sydneyense,3,19,80,4,1
M_sydneyense,3,20,80,4,1
M_sydneyense,3,21,80,4,1
M_sydneyense,3,22,80,4,1
M_sydneyense,3,23,80,4,1
M_sydneyense,3,24,80,4,1
M_sydneyense,3,25,80,4,1
M_sydneyense,3,26,80,4,1
M_sydneyense,3,27,80,4,1
M_sydneyense,3,28,80,4,1
M_sydneyense,3,29,80,4,1
M_sydneyense,3,30,80,4,1
M_sydneyense,3,31,80,4,1
M_sydneyense,3,32,80,4,1
M_sydneyense,3,33,80,24,1
M_sydneyense,3,34,80,24,1
M_sydneyense,3,35,80,24,1
M_sydneyense,3,36,80,24,1
M_sydneyense,3,37,80,24,1
M_sydneyense,3,38,80,24,1
M_sydneyense,3,39,80,24,1
M_sydneyense,3,40,80,24,1
M_sydneyense,3,41,80,24,1
M_sydneyense,3,42,80,24,1
M_sydneyense,3,43,80,24,1
M_sydneyense,3,44,80,24,1
M_sydneyense,3,45,80,24,1
M_sydneyense,3,46,80,24,1
M_sydneyense,3,47,80,24,1
M_sydneyense,3,48,80,24,1
M_sydneyense,3,49,80,24,1
M_sydneyense,3,50,80,24,1
M_sydneyense,3,51,80,24,1
M_sydneyense,3,52,80,24,1
M_sydneyense,3,53,80,24,1
M_sydneyense,3,54,80,24,1
M_sydneyense,3,55,80,24,1
M_sydneyense,3,56,80,24,1
M_sydneyense,3,57,80,24,1
M_sydneyense,3,58,80,24,1
M_sydneyense,3,59,80,24,1
M_sydneyense,3,60,80,24,1
M_sydneyense,3,61,80,24,1
M_sydneyense,3,62,80,24,1
M_sydneyense,3,63,80,24,1
M_sydneyense,3,64,80,24,1
M_sydneyense,3,65,80,24,1
M_sydneyense,3,66,80,24,1
M_sydneyense,3,67,80,24,1
M_sydneyense,3,68,80,24,1
M_sydneyense,3,69,80,24,1
M_sydneyense,3,70,80,24,1
M_sydneyense,3,71,80,24,1
M_sydneyense,3,72,80,24,1
M_sydneyense,3,73,80,24,1
M_sydneyense,3,74,80,24,1
M_sydneyense,3,75,80,24,1
M_sydneyense,3,76,80,24,1
M_sydneyense,3,77,80,24,1
M_sydneyense,3,78,80,24,1
M_sydneyense,3,79,80,24,1
M_sydneyense,3,80,80,24,0
M_sydneyense,4,1,80,1,1
M_sydneyense,4,2,80,1,1
M_sydneyense,4,3,80,1,1
M_sydneyense,4,4,80,1,1
M_sydneyense,4,5,80,1,1
M_sydneyense,4,6,80,1,1
M_sydneyense,4,7,80,1,1
M_sydneyense,4,8,80,4,1
M_sydneyense,4,9,80,4,1
M_sydneyense,4,10,80,4,1
M_sydneyense,4,11,80,4,1
M_sydneyense,4,12,80,4,1
M_sydneyense,4,13,80,4,1
M_sydneyense,4,14,80,4,1
M_sydneyense,4,15,80,4,1
M_sydneyense,4,16,80,4,1
M_sydneyense,4,17,80,4,1
M_sydneyense,4,18,80,24,1
M_sydneyense,4,19,80,24,1
M_sydneyense,4,20,80,24,1
M_sydneyense,4,21,80,24,1
M_sydneyense,4,22,80,24,1
M_sydneyense,4,23,80,24,1
M_sydneyense,4,24,80,24,1
M_sydneyense,4,25,80,24,1
M_sydneyense,4,26,80,24,1
M_sydneyense,4,27,80,24,1
M_sydneyense,4,28,80,24,1
M_sydneyense,4,29,80,24,1
M_sydneyense,4,30,80,24,1
M_sydneyense,4,31,80,24,1
M_sydneyense,4,32,80,24,1
M_sydneyense,4,33,80,24,1
M_sydneyense,4,34,80,24,1
M_sydneyense,4,35,80,24,1
M_sydneyense,4,36,80,24,1
M_sydneyense,4,37,80,24,1
M_sydneyense,4,38,80,24,1
M_sydneyense,4,39,80,24,1
M_sydneyense,4,40,80,24,1
M_sydneyense,4,41,80,24,1
M_sydneyense,4,42,80,24,1
M_sydneyense,4,43,80,24,1
M_sydneyense,4,44,80,24,1
M_sydneyense,4,45,80,24,1
M_sydneyense,4,46,80,24,1
M_sydneyense,4,47,80,24,1
M_sydneyense,4,48,80,24,1
M_sydneyense,4,49,80,24,1
M_sydneyense,4,50,80,24,1
M_sydneyense,4,51,80,24,1
M_sydneyense,4,52,80,24,1
M_sydneyense,4,53,80,24,1
M_sydneyense,4,54,80,24,1
M_sydneyense,4,55,80,24,1
M_sydneyense,4,56,80,24,1
M_sydneyense,4,57,80,24,1
M_sydneyense,4,58,80,24,1
M_sydneyense,4,59,80,24,1
M_sydneyense,4,60,80,24,1
M_sydneyense,4,61,80,24,1
M_sydneyense,4,62,80,24,1
M_sydneyense,4,63,80,24,1
M_sydneyense,4,64,80,24,1
M_sydneyense,4,65,80,24,1
M_sydneyense,4,66,80,24,1
M_sydneyense,4,67,80,24,1
M_sydneyense,4,68,80,24,1
M_sydneyense,4,69,80,24,1
M_sydneyense,4,70,80,24,1
M_sydneyense,4,71,80,24,1
M_sydneyense,4,72,80,24,1
M_sydneyense,4,73,80,24,1
M_sydneyense,4,74,80,24,1
M_sydneyense,4,75,80,24,1
M_sydneyense,4,76,80,24,1
M_sydneyense,4,77,80,24,0
M_sydneyense,4,78,80,24,0
M_sydneyense,4,79,80,24,0
M_sydneyense,4,80,80,24,0
M_sydneyense,5,1,80,1,1
M_sydneyense,5,2,80,4,1
M_sydneyense,5,3,80,4,1
M_sydneyense,5,4,80,4,1
M_sydneyense,5,5,80,4,1
M_sydneyense,5,6,80,4,1
M_sydneyense,5,7,80,24,1
M_sydneyense,5,8,80,24,1
M_sydneyense,5,9,80,24,1
M_sydneyense,5,10,80,24,1
M_sydneyense,5,11,80,24,1
M_sydneyense,5,12,80,24,1
M_sydneyense,5,13,80,24,1
M_sydneyense,5,14,80,24,1
M_sydneyense,5,15,80,24,1
M_sydneyense,5,16,80,24,1
M_sydneyense,5,17,80,24,1
M_sydneyense,5,18,80,24,1
M_sydneyense,5,19,80,24,1
M_sydneyense,5,20,80,24,1
M_sydneyense,5,21,80,24,1
M_sydneyense,5,22,80,24,1
M_sydneyense,5,23,80,24,1
M_sydneyense,5,24,80,24,1
M_sydneyense,5,25,80,24,1
M_sydneyense,5,26,80,24,1
M_sydneyense,5,27,80,24,1
M_sydneyense,5,28,80,24,1
M_sydneyense,5,29,80,24,1
M_sydneyense,5,30,80,24,1
M_sydneyense,5,31,80,24,1
M_sydneyense,5,32,80,24,1
M_sydneyense,5,33,80,24,1
M_sydneyense,5,34,80,24,1
M_sydneyense,5,35,80,24,1
M_sydneyense,5,36,80,24,1
M_sydneyense,5,37,80,24,1
M_sydneyense,5,38,80,24,1
M_sydneyense,5,39,80,24,1
M_sydneyense,5,40,80,24,1
M_sydneyense,5,41,80,24,1
M_sydneyense,5,42,80,24,1
M_sydneyense,5,43,80,24,1
M_sydneyense,5,44,80,24,1
M_sydneyense,5,45,80,24,1
M_sydneyense,5,46,80,24,1
M_sydneyense,5,47,80,24,1
M_sydneyense,5,48,80,24,1
M_sydneyense,5,49,80,24,1
M_sydneyense,5,50,80,24,1
M_sydneyense,5,51,80,24,1
M_sydneyense,5,52,80,24,1
M_sydneyense,5,53,80,24,1
M_sydneyense,5,54,80,24,1
M_sydneyense,5,55,80,24,1
M_sydneyense,5,56,80,24,0
M_sydneyense,5,57,80,24,0
M_sydneyense,5,58,80,24,0
M_sydneyense,5,59,80,24,0
M_sydneyense,5,60,80,24,0
M_sydneyense,5,61,80,24,0
M_sydneyense,5,62,80,24,0
M_sydneyense,5,63,80,24,0
M_sydneyense,5,64,80,24,0
M_sydneyense,5,65,80,24,0
M_sydneyense,5,66,80,24,0
M_sydneyense,5,67,80,24,0
M_sydneyense,5,68,80,24,0
M_sydneyense,5,69,80,24,0
M_sydneyense,5,70,80,24,0
M_sydneyense,5,71,80,24,0
M_sydneyense,5,72,80,24,0
M_sydneyense,5,73,80,24,0
M_sydneyense,5,74,80,24,0
M_sydneyense,5,75,80,24,0
M_sydneyense,5,76,80,24,0
M_sydneyense,5,77,80,24,0
M_sydneyense,5,78,80,24,0
M_sydneyense,5,79,80,24,0
M_sydneyense,5,80,80,24,0
M_sydneyense,6,1,80,1,1
M_sydneyense,6,2,80,1,1
M_sydneyense,6,3,80,4,1
M_sydneyense,6,4,80,4,1
M_sydneyense,6,5,80,4,1
M_sydneyense,6,6,80,4,1
M_sydneyense,6,7,80,4,1
M_sydneyense,6,8,80,24,1
M_sydneyense,6,9,80,24,1
M_sydneyense,6,10,80,24,1
M_sydneyense,6,11,80,24,1
M_sydneyense,6,12,80,24,1
M_sydneyense,6,13,80,24,1
M_sydneyense,6,14,80,24,1
M_sydneyense,6,15,80,24,1
